station_id,weather_at,wd,ws,temp,humidity,pressure,rain,quality_flag,weather_basis
427,2026-06-26 22:00:00,270.0,1.1,20.3,94,,0.0,ok,synthetic_climatology
427,2026-06-27 07:30:00,157.5,1.7,15.4,100,,0.5,ok,synthetic_climatology
427,2026-06-27 12:30:00,45.0,4.7,22.5,90,,0.0,ok,synthetic_climatology
427,2026-06-27 18:30:00,180.0,4.4,20.7,93,,0.0,ok,synthetic_climatology
427,2026-06-27 22:00:00,315.0,1.0,17.7,100,,0.0,ok,synthetic_climatology
427,2026-06-28 07:30:00,247.5,1.1,19.4,93,,0.0,ok,synthetic_climatology
427,2026-06-28 12:30:00,180.0,2.2,26.5,74,,0.0,ok,synthetic_climatology
427,2026-06-28 18:30:00,180.0,1.0,24.6,72,,0.0,ok,synthetic_climatology
427,2026-06-28 22:00:00,180.0,1.7,21.1,88,,0.0,ok,synthetic_climatology
427,2026-06-29 07:30:00,270.0,2.0,18.8,100,,1.0,ok,synthetic_climatology
427,2026-06-29 12:30:00,180.0,1.5,25.6,73,,4.0,ok,synthetic_climatology
427,2026-06-29 18:30:00,180.0,2.3,23.3,85,,0.0,ok,synthetic_climatology
427,2026-06-29 22:00:00,45.0,0.4,19.3,100,,0.5,ok,synthetic_climatology
427,2026-06-30 07:30:00,90.0,3.0,18.0,94,,0.0,ok,synthetic_climatology
427,2026-06-30 12:30:00,247.5,1.7,25.0,76,,0.5,ok,synthetic_climatology
427,2026-06-30 18:30:00,225.0,1.4,20.8,82,,0.5,ok,synthetic_climatology
427,2026-06-30 22:00:00,22.5,0.7,18.4,99,,9.0,ok,synthetic_climatology
427,2026-07-01 07:30:00,90.0,0.6,19.7,100,,0.0,ok,synthetic_climatology
427,2026-07-01 12:30:00,225.0,3.6,26.5,81,,0.0,ok,synthetic_climatology
427,2026-07-01 18:30:00,202.5,1.5,24.5,89,,0.0,ok,synthetic_climatology
427,2026-07-01 22:00:00,202.5,1.1,21.4,96,,0.0,ok,synthetic_climatology
427,2026-07-02 07:30:00,247.5,2.0,17.7,100,,1.5,ok,synthetic_climatology
427,2026-07-02 12:30:00,157.5,5.0,25.1,80,,2.5,ok,synthetic_climatology
427,2026-07-02 18:30:00,90.0,2.6,22.0,98,,0.5,ok,synthetic_climatology
427,2026-07-02 22:00:00,180.0,1.0,18.8,100,,0.0,ok,synthetic_climatology
427,2026-07-03 07:30:00,180.0,2.1,22.3,96,,0.0,ok,synthetic_climatology
427,2026-07-03 12:30:00,90.0,4.8,28.8,73,,0.0,ok,synthetic_climatology
427,2026-07-03 18:30:00,225.0,2.8,25.8,86,,0.0,ok,synthetic_climatology
427,2026-07-03 22:00:00,180.0,1.4,22.4,100,,0.0,ok,synthetic_climatology
427,2026-07-04 07:30:00,247.5,1.2,21.1,100,,0.0,ok,synthetic_climatology
427,2026-07-04 12:30:00,135.0,3.5,27.5,78,,0.0,ok,synthetic_climatology
427,2026-07-04 18:30:00,247.5,4.5,24.6,85,,0.0,ok,synthetic_climatology
427,2026-07-04 22:00:00,90.0,1.3,21.2,100,,0.0,ok,synthetic_climatology
427,2026-07-05 07:30:00,247.5,2.0,18.3,100,,0.0,ok,synthetic_climatology
427,2026-07-05 12:30:00,202.5,4.5,25.8,84,,0.5,ok,synthetic_climatology
427,2026-07-05 18:30:00,202.5,2.6,24.4,86,,0.0,ok,synthetic_climatology
427,2026-07-05 22:00:00,180.0,0.6,20.2,100,,1.5,ok,synthetic_climatology
427,2026-07-06 07:30:00,247.5,0.6,17.2,100,,1.5,ok,synthetic_climatology
427,2026-07-06 12:30:00,112.5,3.8,23.4,77,,0.5,ok,synthetic_climatology
427,2026-07-06 18:30:00,202.5,1.2,21.8,92,,0.0,ok,synthetic_climatology
427,2026-07-06 22:00:00,202.5,1.3,17.9,100,,1.0,ok,synthetic_climatology
427,2026-07-07 07:30:00,90.0,2.3,15.0,91,,0.0,ok,synthetic_climatology
427,2026-07-07 12:30:00,247.5,4.4,21.7,76,,1.5,ok,synthetic_climatology
427,2026-07-07 18:30:00,157.5,1.8,19.9,83,,1.0,ok,synthetic_climatology
427,2026-07-07 22:00:00,22.5,1.6,17.8,94,,0.0,ok,synthetic_climatology
427,2026-07-08 07:30:00,157.5,4.2,13.2,95,,2.5,ok,synthetic_climatology
427,2026-07-08 12:30:00,112.5,3.0,21.8,79,,0.0,ok,synthetic_climatology
427,2026-07-08 18:30:00,247.5,2.0,17.9,96,,1.0,ok,synthetic_climatology
427,2026-07-08 22:00:00,225.0,1.0,13.9,100,,0.0,ok,synthetic_climatology
427,2026-07-09 07:30:00,315.0,4.0,12.3,100,,2.5,ok,synthetic_climatology
427,2026-07-09 12:30:00,180.0,1.8,20.8,84,,0.0,ok,synthetic_climatology
427,2026-07-09 18:30:00,180.0,1.5,17.1,96,,0.0,ok,synthetic_climatology
427,2026-07-09 22:00:00,90.0,0.8,14.9,100,,0.0,ok,synthetic_climatology
427,2026-07-10 07:30:00,202.5,1.1,14.4,100,,1.5,ok,synthetic_climatology
427,2026-07-10 12:30:00,247.5,2.6,22.2,85,,0.0,ok,synthetic_climatology
427,2026-07-10 18:30:00,247.5,5.9,17.6,92,,0.0,ok,synthetic_climatology
427,2026-07-10 22:00:00,180.0,0.4,15.2,99,,0.0,ok,synthetic_climatology
427,2026-07-11 07:30:00,45.0,2.0,13.7,100,,6.5,ok,synthetic_climatology
427,2026-07-11 12:30:00,247.5,3.1,20.9,94,,0.0,ok,synthetic_climatology
427,2026-07-11 18:30:00,202.5,2.1,19.4,100,,0.0,ok,synthetic_climatology
427,2026-07-11 22:00:00,202.5,1.8,15.4,100,,6.5,ok,synthetic_climatology
427,2026-07-12 07:30:00,247.5,2.0,16.8,100,,0.0,ok,synthetic_climatology
427,2026-07-12 12:30:00,45.0,7.5,23.2,85,,0.0,ok,synthetic_climatology
427,2026-07-12 18:30:00,247.5,1.9,20.6,94,,0.0,ok,synthetic_climatology
427,2026-07-12 22:00:00,247.5,2.0,17.5,100,,0.0,ok,synthetic_climatology
427,2026-07-13 07:30:00,292.5,1.6,19.5,100,,0.0,ok,synthetic_climatology
427,2026-07-13 12:30:00,225.0,3.0,26.4,74,,0.0,ok,synthetic_climatology
427,2026-07-13 18:30:00,202.5,1.7,24.0,92,,0.0,ok,synthetic_climatology
427,2026-07-13 22:00:00,180.0,0.3,19.0,99,,0.0,ok,synthetic_climatology
427,2026-07-14 07:30:00,157.5,3.9,14.4,93,,9.0,ok,synthetic_climatology
427,2026-07-14 12:30:00,270.0,1.1,22.0,76,,0.0,ok,synthetic_climatology
427,2026-07-14 18:30:00,135.0,2.7,19.9,89,,0.0,ok,synthetic_climatology
427,2026-07-14 22:00:00,337.5,1.2,17.4,100,,0.0,ok,synthetic_climatology
427,2026-07-15 07:30:00,135.0,1.9,14.0,100,,0.0,ok,synthetic_climatology
427,2026-07-15 12:30:00,45.0,2.2,22.7,77,,0.0,ok,synthetic_climatology
427,2026-07-15 18:30:00,225.0,4.5,19.0,87,,0.0,ok,synthetic_climatology
427,2026-07-15 22:00:00,135.0,0.8,15.3,100,,0.0,ok,synthetic_climatology
427,2026-07-16 07:30:00,0.0,1.8,12.2,100,,0.0,ok,synthetic_climatology
427,2026-07-16 12:30:00,180.0,2.4,19.5,84,,0.5,ok,synthetic_climatology
427,2026-07-16 18:30:00,180.0,4.6,16.7,93,,0.0,ok,synthetic_climatology
427,2026-07-16 22:00:00,225.0,1.4,13.4,100,,0.0,ok,synthetic_climatology
427,2026-07-17 07:30:00,225.0,3.6,19.4,100,,0.0,ok,synthetic_climatology
427,2026-07-17 12:30:00,180.0,4.0,26.6,75,,0.0,ok,synthetic_climatology
427,2026-07-17 18:30:00,202.5,3.1,23.8,88,,0.0,ok,synthetic_climatology
427,2026-07-17 22:00:00,90.0,2.8,19.6,98,,0.0,ok,synthetic_climatology
427,2026-07-18 07:30:00,202.5,1.1,19.5,100,,0.0,ok,synthetic_climatology
427,2026-07-18 12:30:00,180.0,2.7,25.8,87,,0.0,ok,synthetic_climatology
427,2026-07-18 18:30:00,247.5,2.6,23.2,100,,0.0,ok,synthetic_climatology
427,2026-07-18 22:00:00,270.0,3.1,20.7,100,,0.0,ok,synthetic_climatology
427,2026-07-19 07:30:00,90.0,1.8,16.2,100,,2.5,ok,synthetic_climatology
427,2026-07-19 12:30:00,202.5,2.2,23.0,85,,0.5,ok,synthetic_climatology
427,2026-07-19 18:30:00,157.5,3.3,20.7,95,,6.5,ok,synthetic_climatology
427,2026-07-19 22:00:00,180.0,0.8,17.0,100,,2.5,ok,synthetic_climatology
427,2026-07-20 07:30:00,45.0,0.7,18.6,100,,0.0,ok,synthetic_climatology
427,2026-07-20 12:30:00,180.0,3.2,27.1,64,,6.5,ok,synthetic_climatology
427,2026-07-20 18:30:00,180.0,0.3,24.8,90,,0.0,ok,synthetic_climatology
427,2026-07-20 22:00:00,202.5,1.8,20.2,100,,0.0,ok,synthetic_climatology
427,2026-07-21 07:30:00,157.5,2.5,19.4,100,,0.0,ok,synthetic_climatology
427,2026-07-21 12:30:00,202.5,1.5,25.9,78,,0.0,ok,synthetic_climatology
427,2026-07-21 18:30:00,180.0,4.2,22.9,87,,0.0,ok,synthetic_climatology
427,2026-07-21 22:00:00,90.0,0.7,20.0,99,,0.0,ok,synthetic_climatology
427,2026-07-22 07:30:00,180.0,1.1,16.7,100,,0.0,ok,synthetic_climatology
427,2026-07-22 12:30:00,270.0,4.8,24.4,89,,1.5,ok,synthetic_climatology
427,2026-07-22 18:30:00,135.0,2.9,21.3,98,,0.0,ok,synthetic_climatology
427,2026-07-22 22:00:00,45.0,1.9,18.1,100,,4.0,ok,synthetic_climatology
427,2026-07-23 07:30:00,247.5,1.9,16.5,100,,0.5,ok,synthetic_climatology
427,2026-07-23 12:30:00,180.0,2.8,24.1,88,,0.0,ok,synthetic_climatology
427,2026-07-23 18:30:00,270.0,2.5,21.0,93,,0.0,ok,synthetic_climatology
427,2026-07-23 22:00:00,225.0,1.0,16.6,97,,0.0,ok,synthetic_climatology
427,2026-07-24 07:30:00,22.5,2.0,16.5,100,,0.0,ok,synthetic_climatology
427,2026-07-24 12:30:00,180.0,2.2,23.8,90,,0.0,ok,synthetic_climatology
427,2026-07-24 18:30:00,135.0,1.9,21.2,100,,0.0,ok,synthetic_climatology
427,2026-07-24 22:00:00,157.5,0.8,17.5,100,,0.0,ok,synthetic_climatology
427,2026-07-25 07:30:00,157.5,2.2,23.2,86,,0.0,ok,synthetic_climatology
427,2026-07-25 12:30:00,270.0,1.2,30.2,67,,0.0,ok,synthetic_climatology
427,2026-07-25 18:30:00,270.0,1.3,26.5,71,,0.0,ok,synthetic_climatology
427,2026-07-25 22:00:00,225.0,0.6,23.9,84,,0.0,ok,synthetic_climatology
427,2026-07-26 07:30:00,225.0,0.3,20.9,92,,0.0,ok,synthetic_climatology
427,2026-07-26 12:30:00,247.5,2.9,28.5,67,,0.0,ok,synthetic_climatology
427,2026-07-26 18:30:00,270.0,2.6,25.6,82,,0.0,ok,synthetic_climatology
427,2026-07-26 22:00:00,0.0,0.8,23.9,96,,0.0,ok,synthetic_climatology
427,2026-07-27 07:30:00,247.5,1.2,19.3,97,,0.0,ok,synthetic_climatology
427,2026-07-27 12:30:00,180.0,5.3,25.8,71,,0.5,ok,synthetic_climatology
427,2026-07-27 18:30:00,135.0,1.3,24.7,75,,2.5,ok,synthetic_climatology
427,2026-07-27 22:00:00,202.5,1.3,19.2,84,,0.0,ok,synthetic_climatology
427,2026-07-28 07:30:00,45.0,1.4,21.4,84,,0.0,ok,synthetic_climatology
427,2026-07-28 12:30:00,337.5,2.6,28.4,54,,0.0,ok,synthetic_climatology
427,2026-07-28 18:30:00,67.5,0.9,26.7,63,,0.0,ok,synthetic_climatology
427,2026-07-28 22:00:00,202.5,0.9,22.6,77,,0.0,ok,synthetic_climatology
427,2026-07-29 07:30:00,225.0,0.9,19.8,71,,0.0,ok,synthetic_climatology
427,2026-07-29 12:30:00,247.5,5.3,26.9,52,,0.0,ok,synthetic_climatology
427,2026-07-29 18:30:00,45.0,1.0,23.5,50,,0.0,ok,synthetic_climatology
427,2026-07-29 22:00:00,202.5,0.8,20.0,62,,0.0,ok,synthetic_climatology
427,2026-07-30 07:30:00,45.0,2.7,17.4,85,,1.5,ok,synthetic_climatology
427,2026-07-30 12:30:00,225.0,3.4,25.2,50,,1.0,ok,synthetic_climatology
427,2026-07-30 18:30:00,157.5,3.4,23.7,66,,0.0,ok,synthetic_climatology
427,2026-07-30 22:00:00,225.0,2.2,19.3,81,,0.0,ok,synthetic_climatology
427,2026-07-31 07:30:00,247.5,1.5,22.3,83,,0.0,ok,synthetic_climatology
427,2026-07-31 12:30:00,315.0,1.6,28.9,54,,0.0,ok,synthetic_climatology
427,2026-07-31 18:30:00,157.5,3.3,27.7,67,,0.0,ok,synthetic_climatology
427,2026-07-31 22:00:00,247.5,0.9,23.9,75,,0.0,ok,synthetic_climatology
427,2026-08-01 07:30:00,247.5,1.3,17.3,85,,0.0,ok,synthetic_climatology
427,2026-08-01 12:30:00,247.5,6.9,24.7,56,,0.0,ok,synthetic_climatology
427,2026-08-01 18:30:00,270.0,2.1,22.0,68,,0.0,ok,synthetic_climatology
427,2026-08-01 22:00:00,45.0,0.5,17.7,84,,0.0,ok,synthetic_climatology
427,2026-08-02 07:30:00,270.0,1.3,15.1,79,,0.0,ok,synthetic_climatology
427,2026-08-02 12:30:00,45.0,5.9,23.2,45,,0.0,ok,synthetic_climatology
427,2026-08-02 18:30:00,292.5,3.6,21.1,63,,0.0,ok,synthetic_climatology
427,2026-08-02 22:00:00,247.5,1.7,18.0,70,,0.0,ok,synthetic_climatology
427,2026-08-03 07:30:00,90.0,1.2,12.6,91,,0.0,ok,synthetic_climatology
427,2026-08-03 12:30:00,180.0,2.9,19.9,62,,0.0,ok,synthetic_climatology
427,2026-08-03 18:30:00,225.0,0.7,18.0,71,,6.5,ok,synthetic_climatology
427,2026-08-03 22:00:00,315.0,0.6,14.7,89,,0.5,ok,synthetic_climatology
427,2026-08-04 07:30:00,180.0,1.3,19.1,86,,0.0,ok,synthetic_climatology
427,2026-08-04 12:30:00,202.5,2.6,25.2,65,,0.0,ok,synthetic_climatology
427,2026-08-04 18:30:00,135.0,2.1,22.5,68,,0.0,ok,synthetic_climatology
427,2026-08-04 22:00:00,247.5,0.5,19.9,83,,0.0,ok,synthetic_climatology
427,2026-08-05 07:30:00,67.5,1.0,17.1,80,,0.0,ok,synthetic_climatology
427,2026-08-05 12:30:00,135.0,7.3,24.8,43,,0.0,ok,synthetic_climatology
427,2026-08-05 18:30:00,135.0,3.5,23.6,54,,0.0,ok,synthetic_climatology
427,2026-08-05 22:00:00,247.5,0.7,19.7,73,,0.0,ok,synthetic_climatology
427,2026-08-06 07:30:00,180.0,1.2,19.4,75,,0.0,ok,synthetic_climatology
427,2026-08-06 12:30:00,157.5,1.2,25.5,47,,0.0,ok,synthetic_climatology
427,2026-08-06 18:30:00,135.0,0.9,23.5,59,,0.0,ok,synthetic_climatology
427,2026-08-06 22:00:00,90.0,2.7,19.2,74,,0.0,ok,synthetic_climatology
427,2026-08-07 07:30:00,135.0,1.2,16.0,84,,1.0,ok,synthetic_climatology
427,2026-08-07 12:30:00,90.0,6.7,22.2,55,,0.0,ok,synthetic_climatology
427,2026-08-07 18:30:00,225.0,3.8,19.7,73,,0.0,ok,synthetic_climatology
427,2026-08-07 22:00:00,270.0,0.3,17.9,85,,0.0,ok,synthetic_climatology
427,2026-08-08 07:30:00,180.0,2.9,18.4,81,,0.0,ok,synthetic_climatology
427,2026-08-08 12:30:00,202.5,1.5,24.1,60,,0.0,ok,synthetic_climatology
427,2026-08-08 18:30:00,247.5,1.3,22.2,69,,0.0,ok,synthetic_climatology
427,2026-08-08 22:00:00,225.0,0.7,19.6,77,,0.0,ok,synthetic_climatology
427,2026-08-09 07:30:00,112.5,1.5,16.9,79,,0.0,ok,synthetic_climatology
427,2026-08-09 12:30:00,180.0,3.3,24.8,57,,0.0,ok,synthetic_climatology
427,2026-08-09 18:30:00,202.5,3.9,22.0,71,,0.0,ok,synthetic_climatology
427,2026-08-09 22:00:00,90.0,0.6,18.9,76,,0.0,ok,synthetic_climatology
427,2026-08-10 07:30:00,135.0,1.4,17.9,94,,0.0,ok,synthetic_climatology
427,2026-08-10 12:30:00,180.0,5.6,24.1,71,,0.0,ok,synthetic_climatology
427,2026-08-10 18:30:00,45.0,1.5,21.7,79,,0.0,ok,synthetic_climatology
427,2026-08-10 22:00:00,135.0,0.9,17.9,92,,0.0,ok,synthetic_climatology
427,2026-08-11 07:30:00,90.0,1.3,16.5,87,,0.0,ok,synthetic_climatology
427,2026-08-11 12:30:00,247.5,4.3,24.9,63,,0.0,ok,synthetic_climatology
427,2026-08-11 18:30:00,202.5,1.0,21.6,81,,0.0,ok,synthetic_climatology
427,2026-08-11 22:00:00,67.5,0.4,17.8,94,,0.0,ok,synthetic_climatology
427,2026-08-12 07:30:00,202.5,1.6,18.4,73,,0.0,ok,synthetic_climatology
427,2026-08-12 12:30:00,247.5,1.4,25.8,55,,0.0,ok,synthetic_climatology
427,2026-08-12 18:30:00,270.0,0.9,23.1,61,,0.0,ok,synthetic_climatology
427,2026-08-12 22:00:00,180.0,1.0,19.9,70,,0.0,ok,synthetic_climatology
427,2026-08-13 07:30:00,67.5,1.4,17.6,91,,0.0,ok,synthetic_climatology
427,2026-08-13 12:30:00,225.0,4.7,25.6,74,,0.0,ok,synthetic_climatology
427,2026-08-13 18:30:00,22.5,2.2,22.4,78,,2.5,ok,synthetic_climatology
427,2026-08-13 22:00:00,135.0,0.8,18.7,91,,0.0,ok,synthetic_climatology
427,2026-08-14 07:30:00,202.5,1.3,18.6,93,,0.0,ok,synthetic_climatology
427,2026-08-14 12:30:00,270.0,3.1,26.1,67,,0.0,ok,synthetic_climatology
427,2026-08-14 18:30:00,225.0,1.0,24.0,82,,0.0,ok,synthetic_climatology
427,2026-08-14 22:00:00,0.0,1.2,20.5,92,,0.0,ok,synthetic_climatology
427,2026-08-15 07:30:00,90.0,1.4,20.3,100,,0.0,ok,synthetic_climatology
427,2026-08-15 12:30:00,45.0,7.5,28.4,86,,0.0,ok,synthetic_climatology
427,2026-08-15 18:30:00,247.5,6.1,26.3,89,,0.0,ok,synthetic_climatology
427,2026-08-15 22:00:00,67.5,2.1,22.8,100,,0.0,ok,synthetic_climatology
427,2026-08-16 07:30:00,247.5,1.8,18.9,94,,0.0,ok,synthetic_climatology
427,2026-08-16 12:30:00,202.5,4.4,26.2,78,,0.0,ok,synthetic_climatology
427,2026-08-16 18:30:00,135.0,3.0,23.1,80,,0.0,ok,synthetic_climatology
427,2026-08-16 22:00:00,45.0,0.3,19.8,100,,0.0,ok,synthetic_climatology
427,2026-08-17 07:30:00,90.0,1.3,17.1,92,,0.0,ok,synthetic_climatology
427,2026-08-17 12:30:00,270.0,4.2,25.0,68,,0.0,ok,synthetic_climatology
427,2026-08-17 18:30:00,247.5,3.1,22.0,75,,0.0,ok,synthetic_climatology
427,2026-08-17 22:00:00,135.0,0.3,18.7,89,,0.0,ok,synthetic_climatology
427,2026-08-18 07:30:00,0.0,0.8,20.2,87,,0.0,ok,synthetic_climatology
427,2026-08-18 12:30:00,135.0,3.6,26.7,59,,0.0,ok,synthetic_climatology
427,2026-08-18 18:30:00,157.5,1.2,24.2,62,,0.0,ok,synthetic_climatology
427,2026-08-18 22:00:00,67.5,0.6,20.7,84,,0.0,ok,synthetic_climatology
427,2026-08-19 07:30:00,247.5,1.2,17.5,92,,0.0,ok,synthetic_climatology
427,2026-08-19 12:30:00,135.0,4.0,24.8,68,,0.0,ok,synthetic_climatology
427,2026-08-19 18:30:00,247.5,1.7,20.7,79,,0.0,ok,synthetic_climatology
427,2026-08-19 22:00:00,202.5,1.3,18.8,90,,0.0,ok,synthetic_climatology
427,2026-08-20 07:30:00,225.0,1.4,18.6,71,,0.0,ok,synthetic_climatology
427,2026-08-20 12:30:00,180.0,0.5,25.4,49,,0.0,ok,synthetic_climatology
427,2026-08-20 18:30:00,247.5,1.9,23.1,62,,0.0,ok,synthetic_climatology
427,2026-08-20 22:00:00,225.0,0.5,19.5,75,,0.0,ok,synthetic_climatology
427,2026-08-21 07:30:00,90.0,0.8,15.4,82,,1.5,ok,synthetic_climatology
427,2026-08-21 12:30:00,135.0,1.3,25.3,62,,1.0,ok,synthetic_climatology
427,2026-08-21 18:30:00,112.5,2.1,21.6,68,,0.0,ok,synthetic_climatology
427,2026-08-21 22:00:00,157.5,1.0,17.1,81,,0.0,ok,synthetic_climatology
427,2026-08-22 07:30:00,225.0,0.7,19.2,80,,0.0,ok,synthetic_climatology
427,2026-08-22 12:30:00,225.0,2.0,26.4,54,,0.0,ok,synthetic_climatology
427,2026-08-22 18:30:00,0.0,1.6,23.5,72,,0.0,ok,synthetic_climatology
427,2026-08-22 22:00:00,0.0,1.6,19.6,83,,0.0,ok,synthetic_climatology
427,2026-08-23 07:30:00,135.0,0.9,20.0,80,,0.0,ok,synthetic_climatology
427,2026-08-23 12:30:00,225.0,1.7,27.3,59,,0.0,ok,synthetic_climatology
427,2026-08-23 18:30:00,202.5,6.2,25.3,66,,0.0,ok,synthetic_climatology
427,2026-08-23 22:00:00,315.0,0.8,22.2,76,,0.0,ok,synthetic_climatology
427,2026-08-24 07:30:00,180.0,1.7,18.6,75,,0.0,ok,synthetic_climatology
427,2026-08-24 12:30:00,225.0,3.5,27.1,47,,0.0,ok,synthetic_climatology
427,2026-08-24 18:30:00,225.0,3.2,22.7,54,,0.0,ok,synthetic_climatology
427,2026-08-24 22:00:00,180.0,1.4,20.8,76,,0.0,ok,synthetic_climatology
427,2026-08-25 07:30:00,90.0,1.2,18.6,78,,0.0,ok,synthetic_climatology
427,2026-08-25 12:30:00,90.0,2.3,26.1,54,,0.0,ok,synthetic_climatology
427,2026-08-25 18:30:00,135.0,5.3,23.3,61,,0.0,ok,synthetic_climatology
427,2026-08-25 22:00:00,90.0,1.5,18.6,71,,0.0,ok,synthetic_climatology
427,2026-08-26 07:30:00,225.0,1.1,16.0,95,,0.0,ok,synthetic_climatology
427,2026-08-26 12:30:00,67.5,3.4,23.4,65,,0.0,ok,synthetic_climatology
427,2026-08-26 18:30:00,67.5,1.3,21.2,80,,9.0,ok,synthetic_climatology
427,2026-08-26 22:00:00,45.0,3.0,16.1,96,,2.5,ok,synthetic_climatology
427,2026-08-27 07:30:00,315.0,1.4,19.1,90,,0.0,ok,synthetic_climatology
427,2026-08-27 12:30:00,45.0,0.7,24.0,65,,0.0,ok,synthetic_climatology
427,2026-08-27 18:30:00,225.0,1.0,23.3,74,,0.0,ok,synthetic_climatology
427,2026-08-27 22:00:00,67.5,0.3,19.6,87,,0.0,ok,synthetic_climatology
427,2026-08-28 07:30:00,292.5,0.7,19.6,84,,0.0,ok,synthetic_climatology
427,2026-08-28 12:30:00,202.5,7.5,26.0,63,,0.0,ok,synthetic_climatology
427,2026-08-28 18:30:00,90.0,3.1,23.4,82,,0.0,ok,synthetic_climatology
427,2026-08-28 22:00:00,67.5,0.7,20.8,90,,0.0,ok,synthetic_climatology
427,2026-08-29 07:30:00,270.0,1.8,17.6,80,,0.0,ok,synthetic_climatology
427,2026-08-29 12:30:00,180.0,3.6,24.6,64,,0.0,ok,synthetic_climatology
427,2026-08-29 18:30:00,225.0,2.3,22.9,76,,0.0,ok,synthetic_climatology
427,2026-08-29 22:00:00,67.5,1.7,20.3,83,,0.0,ok,synthetic_climatology
427,2026-08-30 07:30:00,247.5,3.4,18.9,87,,0.0,ok,synthetic_climatology
427,2026-08-30 12:30:00,337.5,3.7,25.6,48,,0.0,ok,synthetic_climatology
427,2026-08-30 18:30:00,90.0,2.8,22.9,56,,0.0,ok,synthetic_climatology
427,2026-08-30 22:00:00,45.0,0.7,20.0,77,,0.0,ok,synthetic_climatology
427,2026-08-31 07:30:00,180.0,1.3,20.5,88,,0.0,ok,synthetic_climatology
427,2026-08-31 12:30:00,45.0,3.4,27.8,60,,0.0,ok,synthetic_climatology
427,2026-08-31 18:30:00,270.0,2.6,24.8,70,,0.0,ok,synthetic_climatology
427,2026-08-31 22:00:00,292.5,0.8,21.7,83,,0.0,ok,synthetic_climatology
427,2026-09-01 07:30:00,270.0,2.0,17.1,81,,4.0,ok,synthetic_climatology
427,2026-09-01 12:30:00,270.0,2.9,25.3,59,,0.0,ok,synthetic_climatology
