report_id,observer_code,zone_id,observed_at,submitted_at,report_mode,odor,intensity,odor_type,environment,confidence,saw_forecast,memo,record_origin,idempotency_key,window_id
O00099,R20,Z1,2026-06-19 07:34:00,2026-06-19 07:36:39,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00099,W-20260619-0730
O00100,R14,Z3,2026-06-19 12:26:00,2026-06-19 12:29:04,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00100,W-20260619-1230
O00101,R05,Z2,2026-06-19 12:27:00,2026-06-19 12:28:12,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00101,W-20260619-1230
O00102,R15,Z2,2026-06-19 12:27:00,2026-06-19 12:28:07,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00102,W-20260619-1230
O00103,R16,Z2,2026-06-19 12:27:00,2026-06-19 12:29:58,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00103,W-20260619-1230
O00104,R20,Z1,2026-06-19 12:27:00,2026-06-19 12:27:51,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00104,W-20260619-1230
O00105,R12,Z2,2026-06-19 12:28:00,2026-06-19 12:30:52,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00105,W-20260619-1230
O00106,R03,Z1,2026-06-19 12:29:00,2026-06-19 12:30:29,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00106,W-20260619-1230
O00107,R10,Z3,2026-06-19 12:29:00,2026-06-19 12:30:51,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00107,W-20260619-1230
O00108,R18,Z1,2026-06-19 12:29:00,2026-06-19 12:32:08,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00108,W-20260619-1230
O00109,R08,Z2,2026-06-19 12:30:00,2026-06-19 12:30:50,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00109,W-20260619-1230
O00110,R09,Z3,2026-06-19 12:30:00,2026-06-19 12:33:14,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00110,W-20260619-1230
O00111,R17,Z1,2026-06-19 12:30:00,2026-06-19 12:33:09,scheduled,,0,모름,outdoor,low,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00111,W-20260619-1230
O00112,R07,Z3,2026-06-19 12:32:00,2026-06-19 12:33:54,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00112,W-20260619-1230
O00113,R11,Z2,2026-06-19 12:32:00,2026-06-19 12:33:26,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00113,W-20260619-1230
O00114,R19,Z2,2026-06-19 12:32:00,2026-06-19 12:34:12,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00114,W-20260619-1230
O00115,R01,Z1,2026-06-19 12:33:00,2026-06-19 12:34:08,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00115,W-20260619-1230
O00116,R02,Z3,2026-06-19 12:33:00,2026-06-19 12:35:48,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00116,W-20260619-1230
O00117,R04,Z1,2026-06-19 12:34:00,2026-06-19 12:36:24,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00117,W-20260619-1230
O00118,R06,Z1,2026-06-19 12:34:00,2026-06-19 12:36:11,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00118,W-20260619-1230
O00119,R16,Z2,2026-06-19 18:26:00,2026-06-19 18:27:01,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00119,W-20260619-1830
O00120,R17,Z1,2026-06-19 18:26:00,2026-06-19 18:28:58,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00120,W-20260619-1830
O00121,R07,Z3,2026-06-19 18:27:00,2026-06-19 18:30:08,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00121,W-20260619-1830
O00122,R09,Z3,2026-06-19 18:27:00,2026-06-19 18:28:47,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00122,W-20260619-1830
O00123,R19,Z2,2026-06-19 18:27:00,2026-06-19 18:29:44,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00123,W-20260619-1830
O00124,R05,Z2,2026-06-19 18:28:00,2026-06-19 18:28:51,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00124,W-20260619-1830
O00125,R06,Z1,2026-06-19 18:28:00,2026-06-19 18:31:24,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00125,W-20260619-1830
O00126,R01,Z1,2026-06-19 18:29:00,2026-06-19 18:30:22,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00126,W-20260619-1830
O00127,R02,Z3,2026-06-19 18:29:00,2026-06-19 18:31:06,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00127,W-20260619-1830
O00128,R15,Z2,2026-06-19 18:30:00,2026-06-19 18:33:33,scheduled,1.0,1,축산분뇨,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00128,W-20260619-1830
O00129,R03,Z1,2026-06-19 18:31:00,2026-06-19 18:32:56,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00129,W-20260619-1830
O00130,R04,Z1,2026-06-19 18:31:00,2026-06-19 18:32:15,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00130,W-20260619-1830
O00131,R08,Z2,2026-06-19 18:31:00,2026-06-19 18:31:31,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00131,W-20260619-1830
O00132,R11,Z2,2026-06-19 18:31:00,2026-06-19 18:32:04,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00132,W-20260619-1830
O00133,R18,Z1,2026-06-19 18:31:00,2026-06-19 18:34:39,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00133,W-20260619-1830
O00134,R10,Z3,2026-06-19 18:33:00,2026-06-19 18:36:00,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00134,W-20260619-1830
O00135,R12,Z2,2026-06-19 18:33:00,2026-06-19 18:35:27,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00135,W-20260619-1830
O00136,R13,Z3,2026-06-19 18:34:00,2026-06-19 18:35:08,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00136,W-20260619-1830
O00137,R14,Z3,2026-06-19 18:34:00,2026-06-19 18:35:47,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00137,W-20260619-1830
