window_id,zone_id,n_valid,n_detected,detection_rate,label,top_type,temperature_c,humidity_pct,wind_speed,wind_from_deg,rain_1h_mm,weather_basis,window_start,prev_rate,prev_label
W-20260620-1230,U01,7,0,0.0,0,,22.0,57,1.4,202.5,0.0,synthetic_climatology,2026-06-20 12:30:00,0.0,0.0
W-20260620-1230,U02,7,0,0.0,0,,22.0,57,1.4,202.5,0.0,synthetic_climatology,2026-06-20 12:30:00,0.0,0.0
W-20260620-1230,U03,5,0,0.0,0,,22.0,57,1.4,202.5,0.0,synthetic_climatology,2026-06-20 12:30:00,0.16666666666666666,0.0
W-20260620-1830,U01,7,4,0.5714285714285714,1,축산계 추정,18.0,67,2.6,225.0,0.0,synthetic_climatology,2026-06-20 18:30:00,0.0,0.0
W-20260620-1830,U02,7,2,0.2857142857142857,0,축산계 추정,18.0,67,2.6,225.0,0.0,synthetic_climatology,2026-06-20 18:30:00,0.0,0.0
W-20260620-1830,U03,5,1,0.2,0,하수계 추정,18.0,67,2.6,225.0,0.0,synthetic_climatology,2026-06-20 18:30:00,0.0,0.0
W-20260620-2200,U01,7,2,0.2857142857142857,0,하수계 추정,14.7,72,0.9,135.0,0.0,synthetic_climatology,2026-06-20 22:00:00,0.5714285714285714,1.0
W-20260620-2200,U02,7,0,0.0,0,,14.7,72,0.9,135.0,0.0,synthetic_climatology,2026-06-20 22:00:00,0.2857142857142857,0.0
W-20260620-2200,U03,6,2,0.3333333333333333,0,구분 어려움,14.7,72,0.9,135.0,0.0,synthetic_climatology,2026-06-20 22:00:00,0.2,0.0
W-20260621-0730,U01,6,0,0.0,0,,17.3,80,1.6,202.5,0.0,synthetic_climatology,2026-06-21 07:30:00,0.2857142857142857,0.0
W-20260621-0730,U02,6,0,0.0,0,,17.3,80,1.6,202.5,0.0,synthetic_climatology,2026-06-21 07:30:00,0.0,0.0
W-20260621-0730,U03,6,0,0.0,0,,17.3,80,1.6,202.5,0.0,synthetic_climatology,2026-06-21 07:30:00,0.3333333333333333,0.0
W-20260621-1230,U01,7,0,0.0,0,,24.8,49,0.9,225.0,0.0,synthetic_climatology,2026-06-21 12:30:00,0.0,0.0
W-20260621-1230,U02,7,0,0.0,0,,24.8,49,0.9,225.0,0.0,synthetic_climatology,2026-06-21 12:30:00,0.0,0.0
W-20260621-1230,U03,6,0,0.0,0,,24.8,49,0.9,225.0,0.0,synthetic_climatology,2026-06-21 12:30:00,0.0,0.0
W-20260621-1830,U01,7,0,0.0,0,,20.9,63,0.8,0.0,0.0,synthetic_climatology,2026-06-21 18:30:00,0.0,0.0
W-20260621-1830,U02,7,0,0.0,0,,20.9,63,0.8,0.0,0.0,synthetic_climatology,2026-06-21 18:30:00,0.0,0.0
W-20260621-1830,U03,6,0,0.0,0,,20.9,63,0.8,0.0,0.0,synthetic_climatology,2026-06-21 18:30:00,0.0,0.0
W-20260621-2200,U01,7,1,0.14285714285714285,0,축산계 추정,18.1,75,1.3,67.5,0.0,synthetic_climatology,2026-06-21 22:00:00,0.0,0.0
W-20260621-2200,U02,6,1,0.16666666666666666,0,축산계 추정,18.1,75,1.3,67.5,0.0,synthetic_climatology,2026-06-21 22:00:00,0.0,0.0
W-20260621-2200,U03,6,0,0.0,0,,18.1,75,1.3,67.5,0.0,synthetic_climatology,2026-06-21 22:00:00,0.0,0.0
W-20260622-0730,U01,6,0,0.0,0,,15.1,87,2.4,45.0,0.0,synthetic_climatology,2026-06-22 07:30:00,0.14285714285714285,0.0
W-20260622-0730,U02,7,1,0.14285714285714285,0,축산계 추정,15.1,87,2.4,45.0,0.0,synthetic_climatology,2026-06-22 07:30:00,0.16666666666666666,0.0
W-20260622-0730,U03,6,1,0.16666666666666666,0,축산계 추정,15.1,87,2.4,45.0,0.0,synthetic_climatology,2026-06-22 07:30:00,0.0,0.0
W-20260622-1230,U01,6,1,0.16666666666666666,0,축산계 추정,22.0,58,7.5,225.0,0.0,synthetic_climatology,2026-06-22 12:30:00,0.0,0.0
W-20260622-1230,U02,7,0,0.0,0,,22.0,58,7.5,225.0,0.0,synthetic_climatology,2026-06-22 12:30:00,0.14285714285714285,0.0
W-20260622-1230,U03,6,0,0.0,0,,22.0,58,7.5,225.0,0.0,synthetic_climatology,2026-06-22 12:30:00,0.16666666666666666,0.0
W-20260622-1830,U01,7,0,0.0,0,,21.6,80,1.2,135.0,2.5,synthetic_climatology,2026-06-22 18:30:00,0.16666666666666666,0.0
W-20260622-1830,U02,7,1,0.14285714285714285,0,구분 어려움,21.6,80,1.2,135.0,2.5,synthetic_climatology,2026-06-22 18:30:00,0.0,0.0
W-20260622-1830,U03,5,0,0.0,0,,21.6,80,1.2,135.0,2.5,synthetic_climatology,2026-06-22 18:30:00,0.0,0.0
W-20260622-2200,U01,6,0,0.0,0,,16.8,81,0.3,90.0,0.0,synthetic_climatology,2026-06-22 22:00:00,0.0,0.0
W-20260622-2200,U02,6,0,0.0,0,,16.8,81,0.3,90.0,0.0,synthetic_climatology,2026-06-22 22:00:00,0.14285714285714285,0.0
W-20260622-2200,U03,6,0,0.0,0,,16.8,81,0.3,90.0,0.0,synthetic_climatology,2026-06-22 22:00:00,0.0,0.0
W-20260623-0730,U01,5,0,0.0,0,,19.7,71,2.7,157.5,0.0,synthetic_climatology,2026-06-23 07:30:00,0.0,0.0
W-20260623-0730,U02,7,3,0.42857142857142855,0,하수계 추정,19.7,71,2.7,157.5,0.0,synthetic_climatology,2026-06-23 07:30:00,0.0,0.0
W-20260623-0730,U03,6,0,0.0,0,,19.7,71,2.7,157.5,0.0,synthetic_climatology,2026-06-23 07:30:00,0.0,0.0
W-20260623-1230,U01,6,0,0.0,0,,26.7,43,7.0,337.5,0.0,synthetic_climatology,2026-06-23 12:30:00,0.0,0.0
W-20260623-1230,U02,7,0,0.0,0,,26.7,43,7.0,337.5,0.0,synthetic_climatology,2026-06-23 12:30:00,0.42857142857142855,0.0
W-20260623-1230,U03,6,0,0.0,0,,26.7,43,7.0,337.5,0.0,synthetic_climatology,2026-06-23 12:30:00,0.0,0.0
W-20260623-1830,U01,6,1,0.16666666666666666,0,구분 어려움,22.8,55,3.3,180.0,0.0,synthetic_climatology,2026-06-23 18:30:00,0.0,0.0
W-20260623-1830,U02,7,0,0.0,0,,22.8,55,3.3,180.0,0.0,synthetic_climatology,2026-06-23 18:30:00,0.0,0.0
W-20260623-1830,U03,6,0,0.0,0,,22.8,55,3.3,180.0,0.0,synthetic_climatology,2026-06-23 18:30:00,0.0,0.0
W-20260623-2200,U01,7,2,0.2857142857142857,0,구분 어려움,21.6,74,0.6,45.0,0.0,synthetic_climatology,2026-06-23 22:00:00,0.16666666666666666,0.0
W-20260623-2200,U02,7,3,0.42857142857142855,0,구분 어려움,21.6,74,0.6,45.0,0.0,synthetic_climatology,2026-06-23 22:00:00,0.0,0.0
W-20260623-2200,U03,6,2,0.3333333333333333,0,축산계 추정,21.6,74,0.6,45.0,0.0,synthetic_climatology,2026-06-23 22:00:00,0.0,0.0
W-20260624-0730,U01,7,0,0.0,0,,16.1,100,1.6,337.5,4.0,synthetic_climatology,2026-06-24 07:30:00,0.2857142857142857,0.0
W-20260624-0730,U02,7,0,0.0,0,,16.1,100,1.6,337.5,4.0,synthetic_climatology,2026-06-24 07:30:00,0.42857142857142855,0.0
W-20260624-0730,U03,5,0,0.0,0,,16.1,100,1.6,337.5,4.0,synthetic_climatology,2026-06-24 07:30:00,0.3333333333333333,0.0
W-20260624-1230,U01,7,1,0.14285714285714285,0,구분 어려움,24.1,71,3.4,22.5,0.0,synthetic_climatology,2026-06-24 12:30:00,0.0,0.0
W-20260624-1230,U02,5,0,0.0,0,,24.1,71,3.4,22.5,0.0,synthetic_climatology,2026-06-24 12:30:00,0.0,0.0
W-20260624-1230,U03,6,0,0.0,0,,24.1,71,3.4,22.5,0.0,synthetic_climatology,2026-06-24 12:30:00,0.0,0.0
W-20260624-1830,U01,7,0,0.0,0,,20.2,78,3.0,180.0,1.5,synthetic_climatology,2026-06-24 18:30:00,0.14285714285714285,0.0
W-20260624-1830,U02,7,0,0.0,0,,20.2,78,3.0,180.0,1.5,synthetic_climatology,2026-06-24 18:30:00,0.0,0.0
W-20260624-1830,U03,5,0,0.0,0,,20.2,78,3.0,180.0,1.5,synthetic_climatology,2026-06-24 18:30:00,0.0,0.0
W-20260624-2200,U01,7,0,0.0,0,,17.5,100,1.5,202.5,1.0,synthetic_climatology,2026-06-24 22:00:00,0.0,0.0
W-20260624-2200,U02,6,0,0.0,0,,17.5,100,1.5,202.5,1.0,synthetic_climatology,2026-06-24 22:00:00,0.0,0.0
W-20260624-2200,U03,6,0,0.0,0,,17.5,100,1.5,202.5,1.0,synthetic_climatology,2026-06-24 22:00:00,0.0,0.0
W-20260625-0730,U01,6,1,0.16666666666666666,0,구분 어려움,18.3,89,1.4,0.0,0.0,synthetic_climatology,2026-06-25 07:30:00,0.0,0.0
W-20260625-0730,U02,6,0,0.0,0,,18.3,89,1.4,0.0,0.0,synthetic_climatology,2026-06-25 07:30:00,0.0,0.0
W-20260625-0730,U03,6,0,0.0,0,,18.3,89,1.4,0.0,0.0,synthetic_climatology,2026-06-25 07:30:00,0.0,0.0
W-20260625-1230,U01,6,0,0.0,0,,25.1,60,2.4,315.0,0.0,synthetic_climatology,2026-06-25 12:30:00,0.16666666666666666,0.0
W-20260625-1230,U02,6,0,0.0,0,,25.1,60,2.4,315.0,0.0,synthetic_climatology,2026-06-25 12:30:00,0.0,0.0
W-20260625-1230,U03,5,0,0.0,0,,25.1,60,2.4,315.0,0.0,synthetic_climatology,2026-06-25 12:30:00,0.0,0.0
W-20260625-1830,U01,6,0,0.0,0,,23.5,72,3.4,202.5,0.0,synthetic_climatology,2026-06-25 18:30:00,0.0,0.0
W-20260625-1830,U02,7,2,0.2857142857142857,0,구분 어려움,23.5,72,3.4,202.5,0.0,synthetic_climatology,2026-06-25 18:30:00,0.0,0.0
W-20260625-1830,U03,5,0,0.0,0,,23.5,72,3.4,202.5,0.0,synthetic_climatology,2026-06-25 18:30:00,0.0,0.0
W-20260625-2200,U01,7,0,0.0,0,,20.2,85,1.0,202.5,0.0,synthetic_climatology,2026-06-25 22:00:00,0.0,0.0
W-20260625-2200,U02,7,1,0.14285714285714285,0,구분 어려움,20.2,85,1.0,202.5,0.0,synthetic_climatology,2026-06-25 22:00:00,0.2857142857142857,0.0
W-20260625-2200,U03,5,1,0.2,0,축산계 추정,20.2,85,1.0,202.5,0.0,synthetic_climatology,2026-06-25 22:00:00,0.0,0.0
W-20260626-0730,U01,7,0,0.0,0,,20.6,90,2.9,157.5,0.0,synthetic_climatology,2026-06-26 07:30:00,0.0,0.0
W-20260626-0730,U02,7,1,0.14285714285714285,0,기타,20.6,90,2.9,157.5,0.0,synthetic_climatology,2026-06-26 07:30:00,0.14285714285714285,0.0
W-20260626-0730,U03,6,1,0.16666666666666666,0,구분 어려움,20.6,90,2.9,157.5,0.0,synthetic_climatology,2026-06-26 07:30:00,0.2,0.0
W-20260626-1230,U01,7,0,0.0,0,,26.7,64,1.6,225.0,0.0,synthetic_climatology,2026-06-26 12:30:00,0.0,0.0
W-20260626-1230,U02,6,1,0.16666666666666666,0,축산계 추정,26.7,64,1.6,225.0,0.0,synthetic_climatology,2026-06-26 12:30:00,0.14285714285714285,0.0
W-20260626-1230,U03,6,0,0.0,0,,26.7,64,1.6,225.0,0.0,synthetic_climatology,2026-06-26 12:30:00,0.16666666666666666,0.0
W-20260626-1830,U01,7,0,0.0,0,,23.0,77,3.0,180.0,0.0,synthetic_climatology,2026-06-26 18:30:00,0.0,0.0
W-20260626-1830,U02,7,1,0.14285714285714285,0,구분 어려움,23.0,77,3.0,180.0,0.0,synthetic_climatology,2026-06-26 18:30:00,0.16666666666666666,0.0
W-20260626-1830,U03,6,0,0.0,0,,23.0,77,3.0,180.0,0.0,synthetic_climatology,2026-06-26 18:30:00,0.0,0.0
W-20260626-2200,U01,7,2,0.2857142857142857,0,기타,20.3,94,1.1,270.0,0.0,synthetic_climatology,2026-06-26 22:00:00,0.0,0.0
W-20260626-2200,U02,6,0,0.0,0,,20.3,94,1.1,270.0,0.0,synthetic_climatology,2026-06-26 22:00:00,0.14285714285714285,0.0
W-20260626-2200,U03,6,2,0.3333333333333333,0,구분 어려움,20.3,94,1.1,270.0,0.0,synthetic_climatology,2026-06-26 22:00:00,0.0,0.0
W-20260627-0730,U01,6,0,0.0,0,,15.4,100,1.7,157.5,0.5,synthetic_climatology,2026-06-27 07:30:00,0.2857142857142857,0.0
W-20260627-0730,U02,7,0,0.0,0,,15.4,100,1.7,157.5,0.5,synthetic_climatology,2026-06-27 07:30:00,0.0,0.0
W-20260627-0730,U03,6,0,0.0,0,,15.4,100,1.7,157.5,0.5,synthetic_climatology,2026-06-27 07:30:00,0.3333333333333333,0.0
W-20260627-1230,U01,7,3,0.42857142857142855,0,축산계 추정,22.5,90,4.7,45.0,0.0,synthetic_climatology,2026-06-27 12:30:00,0.0,0.0
W-20260627-1230,U02,6,0,0.0,0,,22.5,90,4.7,45.0,0.0,synthetic_climatology,2026-06-27 12:30:00,0.0,0.0
W-20260627-1230,U03,5,3,0.6,1,축산계 추정,22.5,90,4.7,45.0,0.0,synthetic_climatology,2026-06-27 12:30:00,0.0,0.0
W-20260627-1830,U01,7,3,0.42857142857142855,0,하수계 추정,20.7,93,4.4,180.0,0.0,synthetic_climatology,2026-06-27 18:30:00,0.42857142857142855,0.0
W-20260627-1830,U02,7,1,0.14285714285714285,0,구분 어려움,20.7,93,4.4,180.0,0.0,synthetic_climatology,2026-06-27 18:30:00,0.0,0.0
W-20260627-1830,U03,6,1,0.16666666666666666,0,구분 어려움,20.7,93,4.4,180.0,0.0,synthetic_climatology,2026-06-27 18:30:00,0.6,1.0
W-20260627-2200,U01,7,0,0.0,0,,17.7,100,1.0,315.0,0.0,synthetic_climatology,2026-06-27 22:00:00,0.42857142857142855,0.0
W-20260627-2200,U02,7,0,0.0,0,,17.7,100,1.0,315.0,0.0,synthetic_climatology,2026-06-27 22:00:00,0.14285714285714285,0.0
W-20260627-2200,U03,6,0,0.0,0,,17.7,100,1.0,315.0,0.0,synthetic_climatology,2026-06-27 22:00:00,0.16666666666666666,0.0
W-20260628-0730,U01,7,2,0.2857142857142857,0,축산계 추정,19.4,93,1.1,247.5,0.0,synthetic_climatology,2026-06-28 07:30:00,0.0,0.0
W-20260628-0730,U02,6,1,0.16666666666666666,0,축산계 추정,19.4,93,1.1,247.5,0.0,synthetic_climatology,2026-06-28 07:30:00,0.0,0.0
W-20260628-0730,U03,6,3,0.5,1,축산계 추정,19.4,93,1.1,247.5,0.0,synthetic_climatology,2026-06-28 07:30:00,0.0,0.0
W-20260628-1230,U01,7,1,0.14285714285714285,0,축산계 추정,26.5,74,2.2,180.0,0.0,synthetic_climatology,2026-06-28 12:30:00,0.2857142857142857,0.0
W-20260628-1230,U02,5,0,0.0,0,,26.5,74,2.2,180.0,0.0,synthetic_climatology,2026-06-28 12:30:00,0.16666666666666666,0.0
W-20260628-1230,U03,6,0,0.0,0,,26.5,74,2.2,180.0,0.0,synthetic_climatology,2026-06-28 12:30:00,0.5,1.0
W-20260628-1830,U01,7,1,0.14285714285714285,0,하수계 추정,24.6,72,1.0,180.0,0.0,synthetic_climatology,2026-06-28 18:30:00,0.14285714285714285,0.0
W-20260628-1830,U02,7,0,0.0,0,,24.6,72,1.0,180.0,0.0,synthetic_climatology,2026-06-28 18:30:00,0.0,0.0
W-20260628-1830,U03,5,0,0.0,0,,24.6,72,1.0,180.0,0.0,synthetic_climatology,2026-06-28 18:30:00,0.0,0.0
W-20260628-2200,U01,6,0,0.0,0,,21.1,88,1.7,180.0,0.0,synthetic_climatology,2026-06-28 22:00:00,0.14285714285714285,0.0
W-20260628-2200,U02,6,1,0.16666666666666666,0,구분 어려움,21.1,88,1.7,180.0,0.0,synthetic_climatology,2026-06-28 22:00:00,0.0,0.0
W-20260628-2200,U03,5,0,0.0,0,,21.1,88,1.7,180.0,0.0,synthetic_climatology,2026-06-28 22:00:00,0.0,0.0
W-20260629-0730,U01,7,0,0.0,0,,18.8,100,2.0,270.0,1.0,synthetic_climatology,2026-06-29 07:30:00,0.0,0.0
W-20260629-0730,U02,6,0,0.0,0,,18.8,100,2.0,270.0,1.0,synthetic_climatology,2026-06-29 07:30:00,0.16666666666666666,0.0
W-20260629-0730,U03,5,0,0.0,0,,18.8,100,2.0,270.0,1.0,synthetic_climatology,2026-06-29 07:30:00,0.0,0.0
W-20260629-1230,U01,6,0,0.0,0,,25.6,73,1.5,180.0,4.0,synthetic_climatology,2026-06-29 12:30:00,0.0,0.0
W-20260629-1230,U02,7,0,0.0,0,,25.6,73,1.5,180.0,4.0,synthetic_climatology,2026-06-29 12:30:00,0.0,0.0
W-20260629-1230,U03,5,1,0.2,0,하수계 추정,25.6,73,1.5,180.0,4.0,synthetic_climatology,2026-06-29 12:30:00,0.0,0.0
W-20260629-1830,U01,6,0,0.0,0,,23.3,85,2.3,180.0,0.0,synthetic_climatology,2026-06-29 18:30:00,0.0,0.0
W-20260629-1830,U02,7,0,0.0,0,,23.3,85,2.3,180.0,0.0,synthetic_climatology,2026-06-29 18:30:00,0.0,0.0
W-20260629-1830,U03,6,1,0.16666666666666666,0,하수계 추정,23.3,85,2.3,180.0,0.0,synthetic_climatology,2026-06-29 18:30:00,0.2,0.0
W-20260629-2200,U01,7,4,0.5714285714285714,1,구분 어려움,19.3,100,0.4,45.0,0.5,synthetic_climatology,2026-06-29 22:00:00,0.0,0.0
W-20260629-2200,U02,6,2,0.3333333333333333,0,축산계 추정,19.3,100,0.4,45.0,0.5,synthetic_climatology,2026-06-29 22:00:00,0.0,0.0
W-20260629-2200,U03,6,1,0.16666666666666666,0,축산계 추정,19.3,100,0.4,45.0,0.5,synthetic_climatology,2026-06-29 22:00:00,0.16666666666666666,0.0
W-20260630-0730,U01,7,0,0.0,0,,18.0,94,3.0,90.0,0.0,synthetic_climatology,2026-06-30 07:30:00,0.5714285714285714,1.0
W-20260630-0730,U02,7,0,0.0,0,,18.0,94,3.0,90.0,0.0,synthetic_climatology,2026-06-30 07:30:00,0.3333333333333333,0.0
W-20260630-0730,U03,5,0,0.0,0,,18.0,94,3.0,90.0,0.0,synthetic_climatology,2026-06-30 07:30:00,0.16666666666666666,0.0
W-20260630-1230,U01,6,0,0.0,0,,25.0,76,1.7,247.5,0.5,synthetic_climatology,2026-06-30 12:30:00,0.0,0.0
W-20260630-1230,U02,5,0,0.0,0,,25.0,76,1.7,247.5,0.5,synthetic_climatology,2026-06-30 12:30:00,0.0,0.0
W-20260630-1230,U03,6,0,0.0,0,,25.0,76,1.7,247.5,0.5,synthetic_climatology,2026-06-30 12:30:00,0.0,0.0
W-20260630-1830,U01,6,2,0.3333333333333333,0,하수계 추정,20.8,82,1.4,225.0,0.5,synthetic_climatology,2026-06-30 18:30:00,0.0,0.0
W-20260630-1830,U02,7,4,0.5714285714285714,1,축산계 추정,20.8,82,1.4,225.0,0.5,synthetic_climatology,2026-06-30 18:30:00,0.0,0.0
W-20260630-1830,U03,6,2,0.3333333333333333,0,하수계 추정,20.8,82,1.4,225.0,0.5,synthetic_climatology,2026-06-30 18:30:00,0.0,0.0
W-20260630-2200,U01,6,1,0.16666666666666666,0,하수계 추정,18.4,99,0.7,22.5,9.0,synthetic_climatology,2026-06-30 22:00:00,0.3333333333333333,0.0
W-20260630-2200,U02,7,0,0.0,0,,18.4,99,0.7,22.5,9.0,synthetic_climatology,2026-06-30 22:00:00,0.5714285714285714,1.0
W-20260630-2200,U03,5,0,0.0,0,,18.4,99,0.7,22.5,9.0,synthetic_climatology,2026-06-30 22:00:00,0.3333333333333333,0.0
W-20260701-0730,U01,6,1,0.16666666666666666,0,축산계 추정,19.7,100,0.6,90.0,0.0,synthetic_climatology,2026-07-01 07:30:00,0.16666666666666666,0.0
W-20260701-0730,U02,6,1,0.16666666666666666,0,구분 어려움,19.7,100,0.6,90.0,0.0,synthetic_climatology,2026-07-01 07:30:00,0.0,0.0
W-20260701-0730,U03,5,0,0.0,0,,19.7,100,0.6,90.0,0.0,synthetic_climatology,2026-07-01 07:30:00,0.0,0.0
W-20260701-1230,U01,7,0,0.0,0,,26.5,81,3.6,225.0,0.0,synthetic_climatology,2026-07-01 12:30:00,0.16666666666666666,0.0
W-20260701-1230,U02,7,0,0.0,0,,26.5,81,3.6,225.0,0.0,synthetic_climatology,2026-07-01 12:30:00,0.16666666666666666,0.0
W-20260701-1230,U03,5,0,0.0,0,,26.5,81,3.6,225.0,0.0,synthetic_climatology,2026-07-01 12:30:00,0.0,0.0
W-20260701-1830,U01,7,0,0.0,0,,24.5,89,1.5,202.5,0.0,synthetic_climatology,2026-07-01 18:30:00,0.0,0.0
W-20260701-1830,U02,6,2,0.3333333333333333,0,하수계 추정,24.5,89,1.5,202.5,0.0,synthetic_climatology,2026-07-01 18:30:00,0.0,0.0
W-20260701-1830,U03,6,1,0.16666666666666666,0,하수계 추정,24.5,89,1.5,202.5,0.0,synthetic_climatology,2026-07-01 18:30:00,0.0,0.0
W-20260701-2200,U01,7,5,0.7142857142857143,1,축산계 추정,21.4,96,1.1,202.5,0.0,synthetic_climatology,2026-07-01 22:00:00,0.0,0.0
W-20260701-2200,U02,6,0,0.0,0,,21.4,96,1.1,202.5,0.0,synthetic_climatology,2026-07-01 22:00:00,0.3333333333333333,0.0
W-20260701-2200,U03,6,3,0.5,1,구분 어려움,21.4,96,1.1,202.5,0.0,synthetic_climatology,2026-07-01 22:00:00,0.16666666666666666,0.0
W-20260702-0730,U01,7,0,0.0,0,,17.7,100,2.0,247.5,1.5,synthetic_climatology,2026-07-02 07:30:00,0.7142857142857143,1.0
W-20260702-0730,U02,7,0,0.0,0,,17.7,100,2.0,247.5,1.5,synthetic_climatology,2026-07-02 07:30:00,0.0,0.0
W-20260702-0730,U03,6,0,0.0,0,,17.7,100,2.0,247.5,1.5,synthetic_climatology,2026-07-02 07:30:00,0.5,1.0
W-20260702-1230,U01,7,0,0.0,0,,25.1,80,5.0,157.5,2.5,synthetic_climatology,2026-07-02 12:30:00,0.0,0.0
W-20260702-1230,U02,5,0,0.0,0,,25.1,80,5.0,157.5,2.5,synthetic_climatology,2026-07-02 12:30:00,0.0,0.0
W-20260702-1230,U03,5,0,0.0,0,,25.1,80,5.0,157.5,2.5,synthetic_climatology,2026-07-02 12:30:00,0.0,0.0
W-20260702-1830,U01,7,3,0.42857142857142855,0,구분 어려움,22.0,98,2.6,90.0,0.5,synthetic_climatology,2026-07-02 18:30:00,0.0,0.0
W-20260702-1830,U02,7,2,0.2857142857142857,0,축산계 추정,22.0,98,2.6,90.0,0.5,synthetic_climatology,2026-07-02 18:30:00,0.0,0.0
W-20260702-1830,U03,6,1,0.16666666666666666,0,축산계 추정,22.0,98,2.6,90.0,0.5,synthetic_climatology,2026-07-02 18:30:00,0.0,0.0
W-20260702-2200,U01,7,1,0.14285714285714285,0,하수계 추정,18.8,100,1.0,180.0,0.0,synthetic_climatology,2026-07-02 22:00:00,0.42857142857142855,0.0
W-20260702-2200,U02,6,3,0.5,1,하수계 추정,18.8,100,1.0,180.0,0.0,synthetic_climatology,2026-07-02 22:00:00,0.2857142857142857,0.0
W-20260702-2200,U03,5,0,0.0,0,,18.8,100,1.0,180.0,0.0,synthetic_climatology,2026-07-02 22:00:00,0.16666666666666666,0.0
W-20260703-0730,U01,7,0,0.0,0,,22.3,96,2.1,180.0,0.0,synthetic_climatology,2026-07-03 07:30:00,0.14285714285714285,0.0
